X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Label1,Label2,Label3,Label4,Label5,Label6,Label7
3,58,0,1,1,0,26,13,-1,1,0,0,1,0,0,0,0,0
2,58,1,1,1,0,45,6,1,1,1,1,0,0,0,0,0,0
2,58,1,1,1,0,17,6,1,0,1,0,0,0,1,0,0,0
3,63,1,1,1,1,20,12,1,1,1,0,0,0,1,0,0,0
2,86,0,1,0,1,29,14,-1,1,0,0,0,0,1,0,0,0
5,150,0,0,1,1,42,11,-1,1,0,0,0,1,0,0,0,0
3,91,0,1,0,1,16,15,-1,1,0,0,0,0,1,0,0,0
3,147,1,0,1,0,17,7,1,1,1,0,1,0,0,0,0,0
2,87,1,1,1,0,75,6,0,1,0,1,0,0,0,0,0,0
4,67,1,0,0,1,53,6,0,1,0,0,0,0,0,1,0,0
3,63,1,1,1,1,66,14,0,1,0,0,0,0,1,0,0,0
2,63,1,1,0,0,17,6,1,1,1,1,0,0,0,0,0,0
3,63,1,1,1,0,40,7,1,1,1,1,0,0,0,0,0,0
3,63,1,1,1,0,24,7,1,0,1,0,1,0,0,0,0,0
2,121,1,1,0,0,30,4,0,1,0,0,1,0,0,0,0,0
2,121,1,1,1,1,18,5,1,1,1,1,0,0,0,0,0,0
4,63,0,0,1,1,25,14,-1,1,0,0,0,0,1,0,0,0
3,63,0,1,1,0,17,12,-1,1,0,0,1,0,0,0,0,0
3,63,0,0,1,1,40,18,-1,1,0,0,1,0,0,0,0,0
3,63,0,0,1,0,43,18,-1,0,0,0,0,0,1,0,0,0
2,131,1,1,0,0,62,6,1,1,1,1,0,0,0,0,0,0
2,131,0,0,1,1,61,12,-1,1,0,0,0,0,1,0,0,0
2,149,1,1,1,1,40,7,1,1,1,1,0,0,0,0,0,0
2,149,1,1,1,0,44,7,1,0,1,0,0,0,1,0,0,0
2,146,1,1,0,1,58,11,0,1,0,0,1,0,0,0,0,0
0,145,1,0,0,1,23,5,0,1,0,1,0,0,0,0,0,0
2,55,1,1,1,0,22,6,1,1,1,0,0,0,1,0,0,0
4,42,1,1,0,1,17,11,1,1,1,0,0,0,1,0,0,0
4,42,0,1,0,1,17,11,-1,0,0,0,0,1,0,0,0,0
3,135,1,1,0,1,17,7,1,1,1,0,1,0,0,0,0,0
3,135,1,1,0,1,16,7,1,0,1,1,0,0,0,0,0,0
4,79,0,1,1,1,39,13,-1,1,0,1,0,0,0,0,0,0
3,105,1,0,0,1,64,12,0,1,0,0,1,0,0,0,0,0
3,48,0,0,0,0,32,21,-1,1,0,0,0,0,1,0,0,0
5,67,1,1,0,1,34,8,0,1,0,0,0,0,0,1,0,0
3,55,0,0,1,1,27,16,-1,1,0,0,0,1,0,0,0,0
3,55,1,1,0,1,62,7,0,1,0,0,0,0,1,0,0,0
2,150,0,1,0,1,32,15,-1,1,0,0,0,0,1,0,0,0
2,146,1,0,0,0,18,13,0,1,0,0,1,0,0,0,0,0
2,146,1,0,0,1,35,13,0,0,0,1,0,0,0,0,0,0
3,61,0,0,1,0,35,25,-1,1,0,0,0,0,1,0,0,0
3,61,0,0,1,1,25,25,-1,0,0,0,0,0,1,0,0,0
2,49,1,1,1,1,32,7,1,1,1,1,0,0,0,0,0,0
2,49,0,0,1,1,17,19,-1,1,0,0,0,0,1,0,0,0
2,50,1,1,1,0,21,8,1,1,1,1,0,0,0,0,0,0
2,50,0,1,1,1,38,13,-1,1,0,0,0,0,1,0,0,0
2,50,0,1,1,0,49,13,-1,0,0,0,0,0,1,0,0,0
3,150,0,1,0,1,16,13,-1,1,0,0,0,1,0,0,0,0
3,150,0,1,0,0,16,13,-1,0,0,0,0,1,0,0,0,0
4,50,0,0,0,0,19,16,-1,1,0,0,0,0,1,0,0,0
3,50,1,1,1,0,41,6,1,1,1,0,0,1,0,0,0,0
3,84,1,1,0,0,31,4,0,1,0,0,1,0,0,0,0,0
2,84,1,1,1,1,23,4,0,1,0,1,0,0,0,0,0,0
2,50,1,0,0,1,50,6,1,1,1,1,0,0,0,0,0,0
3,50,1,0,1,0,61,11,1,1,1,0,0,0,1,0,0,0
2,80,1,0,1,0,36,11,1,1,1,0,0,0,1,0,0,0
2,80,0,1,1,1,36,11,-1,0,0,1,0,0,0,0,0,0
2,80,1,1,1,0,26,6,1,1,1,1,0,0,0,0,0,0
3,47,0,0,0,1,26,11,-1,1,0,0,0,0,1,0,0,0
3,47,0,0,1,0,30,17,-1,1,0,0,0,0,1,0,0,0
2,114,1,1,1,0,23,10,1,1,1,0,0,1,0,0,0,0
2,134,0,0,1,0,39,13,-1,1,0,1,0,0,0,0,0,0
3,134,1,0,1,0,24,7,1,1,1,0,0,1,0,0,0,0
4,53,1,0,0,1,26,5,1,1,1,0,0,0,1,0,0,0
3,56,0,0,1,1,70,18,-1,1,0,0,0,0,1,0,0,0
3,65,0,0,1,1,45,10,-1,1,0,0,0,0,1,0,0,0
3,65,0,0,1,1,47,10,-1,0,0,0,0,0,1,0,0,0
2,116,1,1,1,0,24,9,0,1,0,0,1,0,0,0,0,0
4,51,1,0,0,1,35,7,0,1,0,0,0,0,1,0,0,0
4,51,1,1,1,0,34,5,1,1,1,1,0,0,0,0,0,0
2,115,0,1,0,0,55,13,-1,1,0,1,0,0,0,0,0,0
2,85,1,0,0,1,37,5,0,1,0,0,1,0,0,0,0,0
2,124,1,1,1,0,24,8,1,1,1,1,0,0,0,0,0,0
2,124,1,1,0,0,30,4,0,1,0,1,0,0,0,0,0,0
2,74,1,1,0,0,45,8,0,1,0,0,0,1,0,0,0,0
2,74,1,1,0,0,38,8,0,0,0,0,1,0,0,0,0,0
3,74,0,1,0,1,21,13,-1,1,0,1,0,0,0,0,0,0
3,74,1,0,1,0,20,11,1,1,1,1,0,0,0,0,0,0
3,106,0,0,1,1,39,14,-1,1,0,0,0,1,0,0,0,0
3,68,1,1,0,1,25,10,0,1,0,1,0,0,0,0,0,0
3,68,1,1,0,0,25,10,0,0,0,1,0,0,0,0,0,0
3,51,0,0,1,1,26,22,-1,1,0,0,0,0,1,0,0,0
3,51,1,0,0,1,25,6,1,1,1,0,0,0,1,0,0,0
2,50,1,0,0,0,19,11,1,1,1,0,0,0,0,0,1,0
2,50,0,0,0,0,18,11,-1,0,0,0,0,0,1,0,0,0
2,99,0,1,1,1,29,14,-1,1,0,1,0,0,0,0,0,0
3,99,0,0,0,1,48,20,-1,1,0,0,0,1,0,0,0,0
3,51,0,0,1,0,46,12,-1,1,0,0,0,0,1,0,0,0
2,51,0,1,1,1,45,10,-1,1,0,1,0,0,0,0,0,0
2,54,0,0,0,1,37,22,-1,1,0,0,1,0,0,0,0,0
2,54,0,0,1,0,18,17,-1,1,0,0,1,0,0,0,0,0
2,54,0,0,1,1,19,17,-1,0,0,0,1,0,0,0,0,0
4,51,1,1,1,0,43,5,1,1,1,0,0,0,1,0,0,0
5,51,0,1,1,1,43,12,-1,1,0,0,0,0,1,0,0,0
2,51,0,1,1,0,16,13,-1,1,0,1,0,0,0,0,0,0
2,51,0,1,1,1,16,13,-1,0,0,0,0,1,0,0,0,0
4,50,0,0,1,1,29,17,-1,1,0,0,0,0,1,0,0,0
4,50,0,0,1,1,21,17,-1,0,0,0,0,0,1,0,0,0
4,71,1,1,1,1,20,9,1,1,1,0,0,0,1,0,0,0
2,62,1,1,1,0,32,7,1,1,1,0,0,1,0,0,0,0
2,62,1,1,0,0,40,7,1,1,1,0,0,0,1,0,0,0
2,62,1,1,0,1,35,6,0,1,0,0,0,0,1,0,0,0
2,62,1,1,0,1,19,6,0,0,0,0,0,0,1,0,0,0
3,53,1,0,1,1,16,14,1,1,1,0,0,1,0,0,0,0
3,53,0,1,0,0,57,15,-1,1,0,0,0,0,1,0,0,0
3,53,1,0,1,1,39,12,1,1,1,0,0,0,1,0,0,0
3,54,0,0,1,0,37,13,-1,1,0,0,0,0,1,0,0,0
2,54,0,1,1,1,49,9,-1,1,0,1,0,0,0,0,0,0
4,54,1,1,0,0,16,7,1,1,1,0,1,0,0,0,0,0
2,54,0,1,1,1,22,28,-1,1,0,0,1,0,0,0,0,0
2,54,0,1,1,0,21,28,-1,0,0,0,0,0,1,0,0,0
4,54,0,0,1,1,61,12,-1,1,0,0,0,0,1,0,0,0
4,54,0,1,0,0,61,15,-1,1,0,0,1,0,0,0,0,0
3,50,1,1,1,0,22,8,1,1,1,1,0,0,0,0,0,0
4,50,0,1,1,0,20,23,-1,1,0,0,0,0,1,0,0,0
3,87,1,1,0,0,38,10,0,1,0,0,1,0,0,0,0,0
3,87,1,0,0,0,17,10,0,0,0,0,1,0,0,0,0,0
3,87,1,1,1,1,34,7,1,1,1,0,1,0,0,0,0,0
3,68,1,0,0,0,20,13,0,1,0,0,0,1,0,0,0,0
3,68,1,0,0,0,22,13,0,0,0,1,0,0,0,0,0,0
3,68,1,1,1,0,20,8,1,1,1,0,1,0,0,0,0,0
4,50,1,1,1,1,31,12,1,1,1,0,0,0,1,0,0,0
3,50,0,1,0,1,16,13,-1,1,0,0,0,0,1,0,0,0
3,50,0,1,0,1,16,13,-1,0,0,0,0,1,0,0,0,0
2,53,0,0,1,1,21,15,-1,1,0,1,0,0,0,0,0,0
3,53,1,0,0,0,57,7,0,1,0,0,0,0,1,0,0,0
2,80,1,1,0,0,58,9,0,1,0,1,0,0,0,0,0,0
2,80,0,0,1,1,30,21,-1,1,0,1,0,0,0,0,0,0
3,70,0,0,0,1,20,13,-1,1,0,0,0,0,1,0,0,0
2,70,0,1,1,1,16,26,-1,1,0,0,1,0,0,0,0,0
4,146,1,0,1,0,21,5,1,1,1,0,0,1,0,0,0,0
4,146,1,0,1,0,21,5,1,0,1,0,0,1,0,0,0,0
2,75,0,1,1,0,29,13,-1,1,0,0,1,0,0,0,0,0
2,75,0,1,0,1,17,21,-1,1,0,1,0,0,0,0,0,0
2,75,0,0,0,1,17,21,-1,0,0,1,0,0,0,0,0,0
2,50,0,1,0,0,27,13,-1,1,0,0,0,1,0,0,0,0
2,50,0,1,0,0,54,13,-1,0,0,1,0,0,0,0,0,0
2,50,1,1,1,0,75,12,1,1,1,0,0,0,1,0,0,0
5,50,0,1,1,1,32,12,-1,1,0,1,0,0,0,0,0,0
5,50,0,1,1,1,57,20,-1,1,0,0,0,0,1,0,0,0
2,61,1,0,1,1,18,10,0,1,0,1,0,0,0,0,0,0
2,61,0,0,0,0,19,15,-1,1,0,0,0,0,1,0,0,0
3,104,1,1,0,0,17,7,0,1,0,0,0,1,0,0,0,0
2,97,0,1,1,0,16,12,-1,1,0,1,0,0,0,0,0,0
2,97,0,0,1,1,20,16,-1,1,0,1,0,0,0,0,0,0
2,97,0,0,1,0,16,16,-1,0,0,0,0,1,0,0,0,0
3,107,0,0,1,0,20,15,-1,1,0,0,0,1,0,0,0,0
2,104,1,0,1,1,30,13,1,1,1,1,0,0,0,0,0,0
2,51,1,1,1,0,39,12,1,1,1,0,0,0,1,0,0,0
2,51,0,1,1,1,33,12,-1,0,0,0,0,0,1,0,0,0
3,51,1,1,1,1,23,5,1,1,1,0,0,0,1,0,0,0
2,95,1,1,1,1,28,6,1,1,1,1,0,0,0,0,0,0
3,82,1,1,1,0,49,12,1,1,1,0,0,0,1,0,0,0
2,50,0,0,1,1,47,16,-1,1,0,0,0,0,0,1,0,0
3,51,1,1,1,1,52,11,1,1,1,1,0,0,0,0,0,0
4,51,0,1,1,0,20,12,-1,1,0,0,0,0,1,0,0,0
3,69,1,1,1,0,82,13,1,1,1,0,0,0,1,0,0,0
3,69,1,1,1,1,20,9,1,1,1,1,0,0,0,0,0,0
3,83,1,1,1,1,23,4,0,1,0,1,0,0,0,0,0,0
3,83,1,1,1,0,23,4,0,0,0,1,0,0,0,0,0,0
4,50,1,0,1,1,18,10,1,1,1,0,0,0,1,0,0,0
4,50,0,0,1,0,17,10,-1,0,0,0,0,0,1,0,0,0
2,50,1,0,0,1,45,12,0,1,0,0,0,0,1,0,0,0
2,50,1,0,0,0,44,12,0,0,0,0,0,0,1,0,0,0
2,50,0,0,1,1,33,39,-1,1,0,1,0,0,0,0,0,0
3,50,0,0,0,0,25,20,-1,1,0,0,0,0,1,0,0,0
3,50,0,1,0,1,25,20,-1,0,0,0,0,0,1,0,0,0
2,85,1,1,0,0,49,9,1,1,1,0,0,1,0,0,0,0
2,113,1,1,1,0,48,10,1,1,1,1,0,0,0,0,0,0
2,113,1,1,1,0,16,10,1,0,1,0,0,1,0,0,0,0
2,113,1,0,0,1,19,13,1,1,1,1,0,0,0,0,0,0
0,76,0,1,1,1,29,7,-1,1,0,1,0,0,0,0,0,0
2,76,1,1,0,1,49,7,0,1,0,1,0,0,0,0,0,0
2,76,1,1,1,0,44,5,1,1,1,0,0,1,0,0,0,0
2,76,1,1,0,0,16,8,0,1,0,1,0,0,0,0,0,0
3,77,1,1,1,0,45,11,1,1,1,1,0,0,0,0,0,0
2,77,1,1,0,1,82,9,0,1,0,1,0,0,0,0,0,0
2,77,1,1,0,0,71,9,0,0,0,1,0,0,0,0,0,0
3,68,1,1,1,1,42,4,1,1,1,0,0,1,0,0,0,0
3,122,0,1,1,0,22,11,-1,1,0,0,0,1,0,0,0,0
2,90,1,1,1,0,29,5,0,1,0,1,0,0,0,0,0,0
2,106,1,1,0,1,23,8,1,1,1,1,0,0,0,0,0,0
2,106,1,1,0,0,18,8,1,0,1,0,1,0,0,0,0,0
2,106,0,1,1,1,53,14,-1,1,0,1,0,0,0,0,0,0
2,51,1,1,1,1,73,5,1,1,1,0,0,0,1,0,0,0
4,50,0,0,1,0,56,13,-1,1,0,0,0,0,1,0,0,0
4,50,0,0,1,1,39,13,-1,0,0,0,0,0,1,0,0,0
2,144,1,1,1,1,36,10,0,1,0,1,0,0,0,0,0,0
3,144,1,1,1,0,25,7,1,1,1,0,1,0,0,0,0,0
3,71,0,0,1,1,26,22,-1,1,0,0,0,1,0,0,0,0
3,51,0,0,1,1,18,13,-1,1,0,1,0,0,0,0,0,0
3,51,0,0,1,1,21,13,-1,0,0,0,0,1,0,0,0,0
3,51,1,0,1,0,19,6,1,1,1,0,0,0,1,0,0,0
3,51,1,0,1,0,19,6,1,0,1,1,0,0,0,0,0,0
3,70,1,1,1,1,50,6,1,1,1,0,0,1,0,0,0,0
3,70,1,1,0,1,22,6,0,1,0,0,1,0,0,0,0,0
3,68,1,1,1,0,27,3,0,1,0,1,0,0,0,0,0,0
3,68,1,1,1,1,26,3,0,0,0,1,0,0,0,0,0,0
4,68,1,1,0,0,18,4,0,1,0,0,0,0,1,0,0,0
2,52,0,1,1,0,42,18,-1,1,0,0,0,0,1,0,0,0
0,52,1,1,1,1,42,4,0,1,0,0,0,0,1,0,0,0
3,50,0,1,1,1,19,19,-1,1,0,0,0,0,1,0,0,0
3,50,0,1,1,1,26,23,-1,1,0,1,0,0,0,0,0,0
3,50,1,0,0,0,23,10,0,1,0,0,0,0,1,0,0,0
3,50,1,0,0,0,21,10,0,0,0,0,0,0,1,0,0,0
2,51,1,0,1,0,23,6,1,1,1,0,0,0,1,0,0,0
2,51,1,0,1,1,22,6,1,0,1,0,0,1,0,0,0,0
2,50,0,0,1,1,34,20,-1,1,0,1,0,0,0,0,0,0
2,50,0,1,1,1,65,16,-1,1,0,0,0,0,1,0,0,0
2,68,0,1,1,1,40,14,-1,1,0,0,0,0,1,0,0,0
3,51,1,0,1,0,16,5,1,1,1,0,0,0,1,0,0,0
3,51,1,0,1,0,16,5,1,0,1,0,0,0,1,0,0,0
3,50,1,1,0,1,37,10,0,1,0,0,0,0,1,0,0,0
3,50,1,1,0,0,61,10,0,0,0,0,0,0,1,0,0,0
3,50,0,0,1,1,20,15,-1,1,0,0,0,1,0,0,0,0
3,50,0,0,1,1,19,15,-1,0,0,0,1,0,0,0,0,0
3,125,1,0,0,0,57,6,1,1,1,0,0,1,0,0,0,0
2,81,0,1,1,1,78,13,-1,1,0,0,0,1,0,0,0,0
2,50,1,1,1,0,21,9,0,1,0,0,1,0,0,0,0,0
2,50,0,1,1,1,70,17,-1,1,0,0,0,0,1,0,0,0
2,50,0,1,1,1,41,17,-1,0,0,0,1,0,0,0,0,0
2,50,1,0,1,0,21,10,1,1,1,0,0,0,1,0,0,0
2,50,0,1,1,1,28,10,-1,0,0,1,0,0,0,0,0,0
3,51,1,1,0,0,26,6,1,1,1,0,1,0,0,0,0,0
3,51,1,0,1,0,26,5,0,1,0,0,1,0,0,0,0,0
3,51,1,0,1,1,29,5,0,0,0,0,0,0,1,0,0,0
3,58,1,1,1,0,54,11,1,1,1,1,0,0,0,0,0,0
2,58,0,1,0,0,32,12,-1,1,0,0,0,0,1,0,0,0
2,125,1,1,1,0,37,14,0,1,0,1,0,0,0,0,0,0
2,125,1,1,1,1,35,4,0,1,0,1,0,0,0,0,0,0
3,69,1,0,1,1,42,5,1,1,1,0,0,0,1,0,0,0
2,56,0,0,0,0,34,21,-1,1,0,0,0,0,1,0,0,0
2,56,0,0,1,0,18,24,-1,1,0,0,0,0,1,0,0,0
3,56,1,1,1,1,18,4,1,1,1,1,0,0,0,0,0,0
4,56,0,1,0,0,19,16,-1,1,0,0,0,0,1,0,0,0
2,56,0,0,1,0,56,17,-1,1,0,0,0,0,1,0,0,0
2,56,1,1,1,1,47,9,1,1,1,0,0,1,0,0,0,0
3,136,1,1,1,0,32,9,1,1,1,0,0,1,0,0,0,0
3,136,1,1,1,1,40,9,1,0,1,0,0,1,0,0,0,0
2,136,0,0,1,1,17,15,-1,1,0,1,0,0,0,0,0,0
2,136,0,0,1,1,17,15,-1,0,0,1,0,0,0,0,0,0
2,136,0,1,0,0,36,12,-1,1,0,1,0,0,0,0,0,0
2,140,0,0,0,1,31,14,-1,1,0,1,0,0,0,0,0,0
3,50,0,0,1,0,32,15,-1,1,0,0,0,0,1,0,0,0
3,50,0,0,1,0,29,15,-1,0,0,0,0,1,0,0,0,0
2,48,1,1,1,1,25,10,1,1,1,1,0,0,0,0,0,0
2,48,1,1,1,1,22,10,1,0,1,1,0,0,0,0,0,0
2,51,1,1,0,0,35,5,0,1,0,0,1,0,0,0,0,0
3,51,1,1,1,1,41,4,1,1,1,0,0,0,1,0,0,0
3,51,1,1,1,0,46,4,1,0,1,0,1,0,0,0,0,0
3,65,0,0,0,1,24,15,-1,1,0,0,0,0,1,0,0,0
2,65,0,0,1,1,36,17,-1,1,0,1,0,0,0,0,0,0
4,118,0,0,1,1,38,19,-1,1,0,0,0,1,0,0,0,0
2,105,0,0,1,1,17,18,-1,1,0,1,0,0,0,0,0,0
4,53,0,0,1,0,18,12,-1,1,0,0,0,0,1,0,0,0
3,53,1,0,0,1,31,6,1,1,1,0,0,0,1,0,0,0
3,53,1,0,0,1,34,6,1,0,1,0,0,0,1,0,0,0
4,53,1,0,1,1,23,7,1,1,1,0,0,0,1,0,0,0
2,98,0,1,1,0,88,13,-1,1,0,0,1,0,0,0,0,0
2,50,1,1,1,1,44,13,1,1,1,1,0,0,0,0,0,0
3,50,0,0,0,1,31,17,-1,1,0,0,0,0,1,0,0,0
2,50,1,1,0,1,30,14,0,1,0,0,1,0,0,0,0,0
2,50,0,0,1,1,52,16,-1,1,0,0,0,0,1,0,0,0
3,51,0,1,1,1,53,25,-1,1,0,1,0,0,0,0,0,0
2,51,1,1,0,0,25,4,1,1,1,0,0,0,1,0,0,0
2,51,1,1,1,0,33,8,1,1,1,0,0,0,1,0,0,0
2,114,1,1,1,0,31,11,1,1,1,1,0,0,0,0,0,0
3,50,1,0,0,1,38,10,0,1,0,0,0,1,0,0,0,0
3,50,1,0,0,0,33,10,0,0,0,0,0,0,1,0,0,0
3,50,0,1,1,0,22,11,-1,1,0,0,1,0,0,0,0,0
3,64,0,0,1,1,34,13,-1,1,0,0,0,0,1,0,0,0
3,57,0,0,1,1,56,15,-1,1,0,0,0,0,1,0,0,0
2,122,0,1,0,0,19,17,-1,1,0,1,0,0,0,0,0,0
2,122,0,1,0,0,16,17,-1,0,0,1,0,0,0,0,0,0
2,122,1,1,1,0,27,4,0,1,0,1,0,0,0,0,0,0
2,100,1,1,1,1,23,12,1,1,1,0,0,1,0,0,0,0
3,51,1,0,1,1,45,5,1,1,1,0,0,0,1,0,0,0
3,51,1,0,1,1,26,5,1,0,1,0,0,0,1,0,0,0
4,51,1,0,0,0,46,11,1,1,1,0,0,0,1,0,0,0
5,50,1,1,0,0,27,10,1,1,1,0,0,0,1,0,0,0
3,50,1,1,1,0,41,4,1,1,1,1,0,0,0,0,0,0
3,50,1,1,0,0,61,11,0,1,0,0,0,0,1,0,0,0
2,92,1,0,1,1,17,3,0,1,0,1,0,0,0,0,0,0
2,92,1,0,1,0,18,3,0,0,0,0,0,1,0,0,0,0
2,50,0,0,0,0,56,17,-1,1,0,0,0,0,1,0,0,0
4,50,0,0,1,0,28,17,-1,1,0,0,0,0,1,0,0,0
2,123,1,1,1,0,21,3,1,1,1,0,1,0,0,0,0,0
5,50,1,1,0,0,23,10,0,1,0,0,0,0,1,0,0,0
3,51,0,0,1,1,36,17,-1,1,0,0,0,0,1,0,0,0
2,60,1,1,1,1,32,7,1,1,1,0,0,0,1,0,0,0
2,60,1,1,1,0,28,7,1,0,1,0,0,0,1,0,0,0
3,60,0,0,1,1,21,13,-1,1,0,0,0,0,1,0,0,0
3,60,0,0,1,1,22,13,-1,0,0,1,0,0,0,0,0,0
2,60,1,1,1,0,21,5,1,1,1,1,0,0,0,0,0,0
3,60,1,1,0,0,54,7,1,1,1,0,0,0,1,0,0,0
3,50,0,0,1,1,55,13,-1,1,0,0,0,0,1,0,0,0
3,52,0,1,1,0,59,15,-1,1,0,0,0,0,1,0,0,0
2,52,1,1,0,1,22,5,0,1,0,0,0,0,1,0,0,0
5,52,0,1,1,1,20,14,-1,1,0,0,1,0,0,0,0,0
3,78,0,0,1,0,24,9,-1,1,0,0,0,0,1,0,0,0
3,78,0,0,1,1,24,9,-1,0,0,0,0,0,1,0,0,0
3,53,1,1,0,0,19,7,0,1,0,0,0,0,1,0,0,0
2,53,1,1,1,0,26,5,0,1,0,1,0,0,0,0,0,0
2,53,1,1,1,1,25,5,0,0,0,1,0,0,0,0,0,0
2,99,1,1,1,1,16,12,1,1,1,1,0,0,0,0,0,0
2,136,0,0,1,1,17,17,-1,1,0,0,0,0,1,0,0,0
2,136,0,1,1,1,18,17,-1,0,0,0,0,0,1,0,0,0
2,127,0,1,1,1,17,15,-1,1,0,1,0,0,0,0,0,0
2,127,0,1,1,0,16,15,-1,0,0,0,0,1,0,0,0,0
2,107,1,1,0,0,22,7,0,1,0,1,0,0,0,0,0,0
2,107,1,1,0,0,20,7,0,0,0,1,0,0,0,0,0,0
3,107,0,1,1,0,22,17,-1,1,0,1,0,0,0,0,0,0
2,79,1,1,1,0,16,6,1,1,1,1,0,0,0,0,0,0
2,79,1,1,1,0,17,6,1,0,1,1,0,0,0,0,0,0
2,79,1,1,0,1,34,8,0,1,0,1,0,0,0,0,0,0
2,79,1,1,0,1,27,8,0,0,0,0,1,0,0,0,0,0
3,56,1,1,1,1,16,7,1,1,1,1,0,0,0,0,0,0
3,56,1,1,1,1,17,7,1,0,1,0,0,0,1,0,0,0
2,56,1,1,0,0,39,6,0,1,0,0,1,0,0,0,0,0
2,56,0,0,1,1,34,28,-1,1,0,0,1,0,0,0,0,0
3,56,1,1,0,1,38,5,0,1,0,1,0,0,0,0,0,0
3,56,1,1,0,0,53,5,0,0,0,1,0,0,0,0,0,0
2,144,1,1,1,0,22,7,1,1,1,0,0,0,1,0,0,0
2,144,1,1,1,0,30,7,1,0,1,0,0,0,1,0,0,0
3,46,0,1,0,0,57,16,-1,1,0,1,0,0,0,0,0,0
3,46,0,1,0,0,78,16,-1,0,0,0,0,0,0,1,0,0
2,46,0,1,1,0,69,17,-1,1,0,0,1,0,0,0,0,0
2,105,1,0,1,0,19,4,0,1,0,1,0,0,0,0,0,0
2,105,1,1,1,0,18,4,0,0,0,1,0,0,0,0,0,0
3,64,1,1,1,1,36,6,0,1,0,1,0,0,0,0,0,0
3,78,1,0,1,1,36,6,1,1,1,1,0,0,0,0,0,0
4,78,1,1,0,0,46,8,0,1,0,0,0,0,1,0,0,0
3,78,0,0,0,1,39,16,-1,1,0,0,0,0,1,0,0,0
2,78,1,1,1,0,37,11,1,1,1,1,0,0,0,0,0,0
2,83,1,0,1,1,74,12,1,1,1,0,0,0,1,0,0,0
3,61,1,1,1,0,34,5,1,1,1,0,0,0,1,0,0,0
2,61,1,1,1,1,52,5,0,1,0,1,0,0,0,0,0,0
2,73,0,1,1,1,24,11,-1,1,0,1,0,0,0,0,0,0
3,73,1,1,0,0,71,9,1,1,1,0,0,0,1,0,0,0
2,77,0,1,0,0,19,11,-1,1,0,0,0,0,1,0,0,0
3,106,1,1,0,0,20,5,0,1,0,0,0,1,0,0,0,0
3,53,0,0,1,0,24,18,-1,1,0,0,0,0,1,0,0,0
5,72,1,1,1,0,64,11,1,1,1,0,0,0,0,1,0,0
5,72,1,1,1,1,49,11,1,1,1,0,0,0,1,0,0,0
4,98,0,1,0,0,46,13,-1,1,0,0,0,0,1,0,0,0
2,98,0,1,0,0,27,16,-1,1,0,0,0,1,0,0,0,0
2,101,1,1,1,1,70,5,0,1,0,1,0,0,0,0,0,0
3,101,1,1,0,1,57,7,0,1,0,0,0,0,1,0,0,0
2,107,1,1,0,0,17,6,0,1,0,0,1,0,0,0,0,0
2,107,1,1,0,0,17,6,0,0,0,0,1,0,0,0,0,0
3,113,1,1,1,1,20,7,1,1,1,0,0,1,0,0,0,0
4,60,0,1,0,0,17,16,-1,1,0,0,0,0,0,1,0,0
2,104,0,1,0,0,83,19,-1,1,0,0,0,0,1,0,0,0
3,113,0,0,1,0,19,15,-1,1,0,0,0,0,1,0,0,0
3,113,1,1,1,1,46,5,1,1,1,0,0,0,1,0,0,0
5,47,1,0,1,0,26,9,1,1,1,0,0,0,1,0,0,0
3,47,0,1,1,0,23,14,-1,1,0,0,0,0,1,0,0,0
3,47,1,0,1,1,39,9,1,1,1,0,1,0,0,0,0,0
3,47,1,0,1,1,32,9,1,0,1,0,1,0,0,0,0,0
2,121,0,1,1,1,53,19,-1,1,0,0,1,0,0,0,0,0
2,121,1,1,0,0,20,6,0,1,0,0,1,0,0,0,0,0
3,102,1,1,1,0,45,4,1,1,1,0,1,0,0,0,0,0
3,113,0,1,0,0,16,22,-1,1,0,0,0,0,1,0,0,0
3,113,0,0,1,1,26,19,-1,1,0,0,0,1,0,0,0,0
3,113,0,1,1,0,21,19,-1,0,0,0,0,1,0,0,0,0
2,63,1,1,1,0,47,7,1,1,1,0,0,1,0,0,0,0
2,63,1,1,0,0,39,7,0,1,0,0,0,1,0,0,0,0
2,66,1,0,1,0,29,3,1,1,1,0,0,0,1,0,0,0
2,66,0,1,0,0,51,14,-1,1,0,1,0,0,0,0,0,0
2,66,0,1,0,0,76,14,-1,0,0,0,0,0,1,0,0,0
3,96,0,1,1,1,40,13,-1,1,0,0,0,0,1,0,0,0
3,96,0,1,1,1,29,13,-1,0,0,0,1,0,0,0,0,0
2,47,0,1,1,1,50,10,-1,1,0,1,0,0,0,0,0,0
2,47,0,0,1,0,45,10,-1,0,0,0,0,0,1,0,0,0
2,47,1,0,1,1,27,9,1,1,1,0,0,0,1,0,0,0
2,146,1,1,0,0,22,6,0,1,0,0,1,0,0,0,0,0
2,146,1,1,0,1,24,6,0,0,0,0,1,0,0,0,0,0
2,77,0,1,0,1,37,15,-1,1,0,1,0,0,0,0,0,0
2,77,0,1,0,0,56,15,-1,0,0,1,0,0,0,0,0,0
2,77,0,1,1,1,40,18,-1,1,0,1,0,0,0,0,0,0
2,145,1,0,1,1,26,5,1,1,1,1,0,0,0,0,0,0
2,145,1,0,1,0,24,5,0,0,0,0,0,1,0,0,0,0
